srcip,dstip,srcport,dstport,proto,time,pkt_len,version,ihl,tos,id,flag,off,ttl,chksum
2544887933,1074109385,80,51055,TCP,1521118750463900,1500,4,5,0,57948,2,0,240,18115
2190877025,1962334056,44012,443,TCP,1521118750463902,1500,4,5,0,29214,2,0,57,55719
3992031758,3337740662,443,51466,TCP,1521118750463903,1450,4,5,0,41819,2,0,88,20874
738510641,3978971499,443,44960,TCP,1521118750463907,52,4,5,0,55801,2,0,241,34302
2116530499,3890314025,443,44960,TCP,1521118750463908,120,4,5,8,34369,0,0,55,27285
741578509,3350329585,443,27193,TCP,1521118750463908,52,4,5,0,62457,2,0,237,5606
2190877025,1962334056,44012,443,TCP,1521118750463911,1500,4,5,0,29215,2,0,57,55718
2544887933,1074109385,80,51055,TCP,1521118750463912,1291,4,5,0,57949,2,0,240,18323
2258940776,3978971484,2515,12964,TCP,1521118750463913,52,4,5,0,58542,2,0,58,60289
2190877025,1962334056,44012,443,TCP,1521118750463914,618,4,5,0,29216,2,0,57,56599
3992031758,3337740662,443,51466,TCP,1521118750463915,1450,4,5,0,41820,2,0,88,20873
3992031758,3337740662,443,51466,TCP,1521118750463916,1450,4,5,0,41821,2,0,88,20872
3992031758,3337740662,443,51466,TCP,1521118750463917,1450,4,5,0,41822,2,0,88,20871
3992031758,3337740662,443,51466,TCP,1521118750463919,1450,4,5,0,41823,2,0,88,20870
3978976897,3978971495,80,57706,TCP,1521118750463920,52,4,5,0,20151,2,0,58,28623
800783747,3347702009,443,46485,TCP,1521118750463921,64,4,5,0,14446,2,0,237,32648
790804511,3978971491,443,41408,TCP,1521118750463922,1500,4,5,0,58796,2,0,241,32927
3992031758,3337740662,443,51466,TCP,1521118750463923,1450,4,5,0,41824,2,0,88,20869
2544887933,1074109385,80,51055,TCP,1521118750463925,1500,4,5,0,57950,2,0,240,18113
1067741642,3452386553,443,57298,TCP,1521118750463927,80,4,5,0,22636,2,0,237,30988
3992031758,3337740662,443,51466,TCP,1521118750463928,1122,4,5,0,41825,2,0,88,21196
739545353,3338558361,443,52033,TCP,1521118750463928,52,4,5,0,14410,2,0,237,30148
718026144,846849341,6008,61782,UDP,1521118750463929,104,4,5,9,34246,2,0,55,17811
1190350560,3617673070,80,3658,TCP,1521118750463931,40,4,5,0,9784,2,0,53,25269
133032595,3445813100,51987,1485,UDP,1521118750463932,1391,4,5,24,11181,2,0,56,25193
790804511,3978971491,443,41408,TCP,1521118750463934,1500,4,5,0,58797,2,0,241,32926
2544887933,1074109385,80,51055,TCP,1521118750463935,1500,4,5,0,57951,2,0,240,18112
968415528,3451398516,161,34793,TCP,1521118750463936,40,4,5,4,10685,2,0,49,5634
738773555,4094966719,443,36074,TCP,1521118750463940,1480,4,5,8,24336,2,0,237,776
3992031758,3337740662,443,51466,TCP,1521118750463941,1450,4,5,0,41826,2,0,88,20867
3992031758,3337740662,443,51466,TCP,1521118750463942,1450,4,5,0,41827,2,0,88,20866
1671696050,3255897330,19853,16454,UDP,1521118750463943,1466,4,5,0,29527,0,0,119,35202
3992031758,3337740662,443,51466,TCP,1521118750463945,1450,4,5,0,41828,2,0,88,20865
3992031758,3337740662,443,51466,TCP,1521118750463946,1450,4,5,0,41829,2,0,88,20864
2544887933,1074109385,80,51055,TCP,1521118750463948,1361,4,5,0,57952,2,0,240,18250
2544887933,1074109385,80,51055,TCP,1521118750463949,191,4,5,0,57953,2,0,240,19419
1739435852,3334585552,80,43218,TCP,1521118750463949,1480,4,5,0,20577,2,0,57,20803
2117031429,3353312573,8200,65438,UDP,1521118750463950,68,4,5,0,35200,2,0,55,41175
133032595,3445813100,51987,1485,UDP,1521118750463950,1391,4,5,24,11182,2,0,56,25192
3992031758,3337740662,443,51466,TCP,1521118750463951,1450,4,5,0,41830,2,0,88,20863
3992031758,3337740662,443,51466,TCP,1521118750463953,1425,4,5,0,41831,2,0,88,20887
738773555,4094966719,443,36074,TCP,1521118750463956,241,4,5,8,24337,2,0,237,2014
2180962981,3617813330,10025,1897,TCP,1521118750463960,751,4,5,0,34305,2,0,55,4974
2180962981,3617813330,10025,1897,TCP,1521118750463961,101,4,5,0,34306,2,0,55,5623
2544887933,1074109385,80,51055,TCP,1521118750463966,1500,4,5,0,57954,2,0,240,18109
1756754899,3223150537,57208,27875,UDP,1521118750463969,48,4,5,0,16201,0,0,121,34308
1756754899,3223150537,57208,27875,UDP,1521118750463969,48,4,5,0,16202,0,0,121,34307
1756754899,3223150537,57208,27875,UDP,1521118750463969,48,4,5,0,16203,0,0,121,34306
1264309517,3978971490,443,13308,TCP,1521118750463970,52,4,5,0,52211,2,0,61,6875
3428876054,3450300421,443,56158,TCP,1521118750463970,48,4,5,8,6876,2,0,236,62143
1756754899,3223150537,57208,27875,UDP,1521118750463972,48,4,5,0,16204,0,0,121,34305
708252018,3571692339,46218,63930,UDP,1521118750463972,54,4,5,0,27908,0,0,112,6643
1886202460,2320218392,6882,46891,TCP,1521118750463974,40,4,5,0,32035,2,0,54,59775
3291938383,3334523698,5001,1024,UDP,1521118750463977,105,4,5,0,0,2,0,49,62730
3885270164,3349746706,443,40750,TCP,1521118750463977,40,4,5,0,25046,2,0,54,39701
45100300,3455647813,443,52610,TCP,1521118750463977,52,4,5,0,12282,2,0,55,5584
790804511,3978971491,443,41408,TCP,1521118750463979,1500,4,5,0,58798,2,0,241,32925
791010995,2340553980,32099,24153,UDP,1521118750463984,32,4,5,0,57802,2,0,46,52395
3584894717,4093749753,443,43213,TCP,1521118750463990,89,4,5,0,8233,2,0,54,35280
790804511,3978971491,443,41408,TCP,1521118750463991,1500,4,5,0,58799,2,0,241,32924
2353100481,1074109416,443,54909,TCP,1521118750463993,665,4,5,0,64049,2,0,58,25917
46975339,3390930119,12342,30114,UDP,1521118750464000,48,4,5,0,6481,0,0,116,6736
1782009474,3472952792,59120,1024,UDP,1521118750464002,525,4,5,0,27756,0,0,119,16353
3978976897,3978971495,80,57706,TCP,1521118750464012,243,4,5,0,20152,2,0,58,28431
752805630,3338521541,443,43764,TCP,1521118750464014,52,4,5,0,18018,0,0,47,40642
824960933,1235573480,53156,445,TCP,1521118750464021,40,4,5,0,7115,2,0,116,11687
1116470035,3453172113,443,3195,TCP,1521118750464029,52,4,5,0,0,2,0,48,1473
790804511,3978971491,443,41408,TCP,1521118750464037,1500,4,5,0,58800,2,0,241,32923
790804511,3978971491,443,41408,TCP,1521118750464043,1500,4,5,0,58801,2,0,241,32922
3283944791,3391036472,6881,6881,UDP,1521118750464044,57,4,5,0,14436,0,0,113,25060
738648670,3978971493,443,2868,TCP,1521118750464048,52,4,5,0,64759,2,0,240,18647
2316590259,3337046334,16643,23,TCP,1521118750464051,40,4,5,0,8793,0,0,96,16778
2038602388,4093898799,17093,2934,TCP,1521118750464053,1136,4,5,0,24530,2,0,116,43627
3978976897,3978971495,80,57706,TCP,1521118750464056,52,4,5,0,20153,2,0,58,28621
799393792,3445759399,9443,60920,TCP,1521118750464060,265,4,5,0,43980,2,0,241,64114
1484457674,3455830664,7871,53281,TCP,1521118750464060,109,4,5,0,20941,2,0,49,65524
824960933,1235573480,53156,445,TCP,1521118750464062,128,4,5,0,7116,2,0,116,11598
2279000371,3390574635,443,45470,TCP,1521118750464066,1140,4,5,0,60617,2,0,59,9069
2279000371,3390574635,443,45470,TCP,1521118750464067,1140,4,5,0,60618,2,0,59,9068
3525189084,3257626599,80,45119,TCP,1521118750464076,40,4,5,0,60828,2,0,52,14118
974355237,3451407628,58022,27032,TCP,1521118750464080,52,4,5,0,22338,2,0,119,56452
2279000371,3390574635,443,45470,TCP,1521118750464082,1140,4,5,0,60619,2,0,59,9067
2279000371,3390574635,443,45470,TCP,1521118750464083,1140,4,5,0,60620,2,0,59,9066
2642575518,3390572368,443,30331,TCP,1521118750464084,40,4,5,4,12285,2,0,48,11078
2116530499,3890314025,443,30331,TCP,1521118750464084,120,4,5,8,34371,0,0,55,27283
517385349,3353385953,443,44445,TCP,1521118750464085,1500,4,5,0,31898,2,0,59,36452
2359938973,1962334037,443,37922,TCP,1521118750464087,52,4,5,0,61353,2,0,58,43143
3527255851,3618740937,443,49752,TCP,1521118750464087,1472,4,5,0,39091,0,0,58,63136
1286694856,3571692297,5222,40664,TCP,1521118750464089,52,4,5,0,59004,2,0,56,8161
2353100499,1074109393,443,41498,TCP,1521118750464089,52,4,5,0,44198,2,0,58,46386
517385349,3353385953,443,44445,TCP,1521118750464089,1500,4,5,0,31899,2,0,59,36451
1920262614,3349763613,8000,52687,TCP,1521118750464096,1093,4,5,0,48923,2,0,57,3206
2279000371,3390574635,443,45470,TCP,1521118750464097,1140,4,5,0,60621,2,0,59,9065
1190350560,3617673070,80,3648,TCP,1521118750464098,40,4,5,0,0,2,0,53,35053
2122222131,3568003699,32045,9000,TCP,1521118750464098,40,4,5,0,49824,0,0,245,47966
843783394,3390939840,8101,49982,TCP,1521118750464098,1293,4,5,0,4267,2,0,59,28213
2279000371,3390574635,443,45470,TCP,1521118750464099,1140,4,5,0,60622,2,0,59,9064
3378614742,4038562624,22,64868,TCP,1521118750464100,44,4,5,0,0,2,0,50,27036
1053510898,3617813330,12000,3410,TCP,1521118750464112,140,4,5,0,33034,2,0,49,61870
3318356320,3390855101,443,49942,TCP,1521118750464115,1420,4,5,0,63726,2,0,59,16505
269242594,3978971484,52122,443,TCP,1521118750464116,551,4,5,0,24341,2,0,58,18503
3318356320,3390855101,443,49942,TCP,1521118750464118,1420,4,5,0,63727,2,0,59,16504
796386185,4109946223,443,34437,TCP,1521118750464120,1300,4,5,0,64259,2,0,237,47222
1743798491,2270145487,443,53677,TCP,1521118750464124,52,4,5,0,1146,2,0,116,9824
1264309517,3978971490,443,13308,TCP,1521118750464128,272,4,5,32,52212,2,0,61,6622
2279000371,3390574635,443,45470,TCP,1521118750464131,1140,4,5,0,60623,2,0,59,9063
2279000371,3390574635,443,45470,TCP,1521118750464132,1140,4,5,0,60624,2,0,59,9062
2279000371,3390574635,443,45470,TCP,1521118750464134,1140,4,5,0,60625,2,0,59,9061
2279000371,3390574635,443,45470,TCP,1521118750464135,1140,4,5,0,60626,2,0,59,9060
2258593083,3242263628,5604,55080,UDP,1521118750464137,200,4,5,0,40757,0,0,57,12424
132833602,3890314079,53,10423,UDP,1521118750464139,111,4,5,0,43086,0,0,58,35778
4044016126,3617732911,57256,442,TCP,1521118750464140,40,4,5,0,29325,2,0,120,50279
3992030487,2324810533,57256,442,TCP,1521118750464143,60,4,5,0,45844,2,0,53,49644
2623944267,3259942474,41670,60346,UDP,1521118750464144,1449,4,5,0,23059,0,0,118,35302
1542050273,3391039928,28885,31072,UDP,1521118750464145,48,4,5,0,32649,0,0,54,58257
1639511160,1235571054,58498,445,TCP,1521118750464145,40,4,5,0,21478,2,0,117,49317
741578509,3350329585,443,27193,TCP,1521118750464145,52,4,5,0,62458,2,0,237,5605
1056092456,2338352133,443,51312,TCP,1521118750464146,570,4,5,0,58311,2,0,240,48501
1264309517,3978971490,443,13308,TCP,1521118750464149,83,4,5,32,52213,2,0,61,6810
1404415998,1235573645,50491,445,TCP,1521118750464150,40,4,5,0,1635,2,0,114,22919
2087007434,2270145485,443,33385,TCP,1521118750464154,303,4,5,0,21408,2,0,116,52700
1264309517,3978971490,443,13308,TCP,1521118750464156,52,4,5,32,52214,2,0,61,6840
2083675538,3450122675,443,49159,TCP,1521118750464157,74,4,5,0,3192,2,0,120,40217
2576519134,3890314074,53,44605,UDP,1521118750464157,115,4,5,8,0,2,0,55,46789
968415531,2324814113,161,58417,TCP,1521118750464159,40,4,5,4,50696,2,0,49,3373
1404415998,1235573645,50491,445,TCP,1521118750464163,40,4,5,0,1636,2,0,114,22918
2602980973,3607620889,80,26466,TCP,1521118750464165,52,4,5,0,0,2,0,58,35599
3251301022,2059628448,30660,443,TCP,1521118750464166,52,4,5,0,15673,2,0,46,30910
3299954241,3338140873,443,43790,TCP,1521118750464171,103,4,5,0,13509,2,0,236,33559
3843259832,3391036931,5791,54100,UDP,1521118750464172,48,4,5,0,6703,0,0,113,58527
3585067735,4095674539,443,3169,TCP,1521118750464173,52,4,5,0,15090,2,0,54,27776
3310683221,2317271739,53,34056,UDP,1521118750464176,1473,4,5,0,62388,0,0,59,28659
2279000371,3390574635,443,45470,TCP,1521118750464177,1140,4,5,0,60627,2,0,59,9059
2279000371,3390574635,443,45470,TCP,1521118750464178,1140,4,5,0,60628,2,0,59,9058
2279000371,3390574635,443,45470,TCP,1521118750464182,1140,4,5,0,60629,2,0,59,9057
2279000371,3390574635,443,45470,TCP,1521118750464184,1140,4,5,0,60630,2,0,59,9056
282018607,4098085650,443,59552,TCP,1521118750464185,1492,4,5,0,6860,2,0,59,1028
282018607,4098085650,443,59552,TCP,1521118750464186,1492,4,5,0,6861,2,0,59,1027
842254564,3618636312,5056,2103,UDP,1521118750464188,810,4,5,0,28927,2,0,121,47331
596214323,3452100516,6881,22106,UDP,1521118750464191,1430,4,5,0,56211,0,0,55,20384
596214323,3452100516,6881,22106,UDP,1521118750464192,1430,4,5,0,64541,0,0,55,12054
596214323,3452100516,6881,22106,UDP,1521118750464194,1430,4,5,0,50469,0,0,55,26126
133032595,3445813100,51987,1485,UDP,1521118750464203,1391,4,5,24,11183,2,0,56,25191
133032595,3445813100,51987,1485,UDP,1521118750464207,1386,4,5,24,11184,2,0,56,25195
1739434411,3334585552,80,54854,TCP,1521118750464208,1480,4,5,0,30950,2,0,55,12383
1739434411,3334585552,80,54854,TCP,1521118750464209,1480,4,5,0,30951,2,0,55,12382
596214323,3452100516,6881,22106,UDP,1521118750464212,1430,4,5,0,27093,0,0,55,49502
3566147762,1962334194,37491,9043,UDP,1521118750464216,116,4,5,0,49313,2,0,58,17837
1639511160,1235571054,58498,445,TCP,1521118750464217,40,4,5,0,21479,2,0,117,49316
2087007436,2270145485,443,16525,TCP,1521118750464221,303,4,5,0,16502,2,0,118,57092
738387842,3349741957,443,58206,TCP,1521118750464223,1480,4,5,0,20776,2,0,240,22356
2087007438,2270145478,443,53373,TCP,1521118750464225,303,4,5,8,18109,2,0,116,55994
791772626,3445810065,9339,40732,UDP,1521118750464225,73,4,5,0,15102,2,0,47,45742
2279000371,3390574635,443,45470,TCP,1521118750464226,1140,4,5,0,60631,2,0,59,9055
2279000371,3390574635,443,45470,TCP,1521118750464227,1140,4,5,0,60632,2,0,59,9054
2279000371,3390574635,443,45470,TCP,1521118750464228,1140,4,5,0,60633,2,0,59,9053
2279000371,3390574635,443,45470,TCP,1521118750464230,1140,4,5,0,60634,2,0,59,9052
4022665394,3350328821,443,26597,TCP,1521118750464231,1400,4,5,4,59468,2,0,54,43280
1053830150,3484882231,443,17836,TCP,1521118750464233,52,4,5,0,45537,2,0,237,35869
4106714314,3350330209,1253,52209,TCP,1521118750464234,1428,4,5,0,4742,2,0,58,62520
4106714314,3350330209,1253,52209,TCP,1521118750464235,1428,4,5,0,4743,2,0,58,62519
738387842,3349741957,443,58206,TCP,1521118750464237,1033,4,5,0,20777,2,0,240,22802
790804511,3978971491,443,41408,TCP,1521118750464238,1500,4,5,0,58802,2,0,241,32921
790804511,3978971491,443,41408,TCP,1521118750464239,1500,4,5,0,58803,2,0,241,32920
739899945,3978971486,443,33280,TCP,1521118750464241,52,4,5,0,33137,2,0,241,43910
3801788594,4211110795,80,14156,TCP,1521118750464252,1280,4,5,0,27011,2,0,55,54171
3801788594,4211110795,80,14156,TCP,1521118750464254,1280,4,5,0,27012,2,0,55,54170
738630440,3978971493,443,19080,TCP,1521118750464255,52,4,5,0,16213,2,0,241,19632
790804511,3978971491,443,41408,TCP,1521118750464257,1500,4,5,0,58804,2,0,241,32919
1801812753,3233163939,587,37350,TCP,1521118750464258,77,4,5,0,55941,2,0,54,38997
2116530499,3890314025,587,37350,TCP,1521118750464258,120,4,5,8,34375,0,0,55,27279
790804511,3978971491,443,41408,TCP,1521118750464259,1500,4,5,0,58805,2,0,241,32918
2544887933,1074109385,80,51055,TCP,1521118750464260,1500,4,5,0,57955,2,0,240,18108
504319536,2324810533,80,51055,TCP,1521118750464261,60,4,5,0,24166,2,0,52,9829
3756983470,3335624920,443,51663,TCP,1521118750464262,40,4,5,0,29019,2,0,56,36141
2359936944,1074109431,443,52037,TCP,1521118750464268,52,4,5,0,58667,2,0,58,11074
791712955,3353384050,443,53475,TCP,1521118750464269,172,4,5,0,63852,2,0,237,29600
1449817048,284070315,443,53475,TCP,1521118750464270,84,4,5,8,5217,2,0,54,50020
3801788594,4211110795,80,14156,TCP,1521118750464277,1280,4,5,0,27013,2,0,55,54169
3801788594,4211110795,80,14156,TCP,1521118750464279,1280,4,5,0,27014,2,0,55,54168
1088695673,3259948227,51118,80,TCP,1521118750464280,40,4,5,0,28634,2,0,120,34182
1190350550,4038526351,51118,80,TCP,1521118750464282,84,4,5,0,26385,0,0,55,37000
3801788594,4211110795,80,14156,TCP,1521118750464284,1280,4,5,0,27015,2,0,55,54167
3585292034,3450222601,443,46126,TCP,1521118750464285,52,4,5,0,27749,2,0,54,50681
3801788594,4211110795,80,14156,TCP,1521118750464285,1280,4,5,0,27016,2,0,55,54166
232291615,2325272133,443,58133,TCP,1521118750464288,40,4,5,8,43473,2,0,237,63520
1841531130,3472950124,52474,40178,UDP,1521118750464289,1308,4,5,0,15423,0,0,115,15719
3331096248,1962334175,50338,80,TCP,1521118750464290,40,4,5,0,14633,2,0,111,16524
790804511,3978971491,443,41408,TCP,1521118750464292,1500,4,5,0,58806,2,0,241,32917
790804511,3978971491,443,41408,TCP,1521118750464293,1500,4,5,0,58807,2,0,241,32916
2279000371,3390574635,443,45470,TCP,1521118750464295,1140,4,5,0,60635,2,0,59,9051
2279000371,3390574635,443,45470,TCP,1521118750464296,1140,4,5,0,60636,2,0,59,9050
2347551516,1962334155,15775,1935,TCP,1521118750464297,40,4,5,0,18754,2,0,107,8899
1645394518,3455008409,20496,1024,UDP,1521118750464299,1453,4,5,0,20180,0,0,114,52090
975585119,3569582285,38567,19457,UDP,1521118750464301,143,4,5,0,9004,0,0,115,21788
2279000371,3390574635,443,45470,TCP,1521118750464302,1140,4,5,0,60637,2,0,59,9049
2279000371,3390574635,443,45470,TCP,1521118750464304,1140,4,5,0,60638,2,0,59,9048
2198041731,3223149794,443,2148,TCP,1521118750464312,1436,4,5,0,61753,2,0,56,14236
1898886974,3353372333,53368,36725,UDP,1521118750464319,48,4,5,0,2601,0,0,116,58777
1250980814,3334526798,13968,23093,UDP,1521118750464319,48,4,5,20,30844,0,0,118,28607
2198041731,3223149794,443,2148,TCP,1521118750464320,1436,4,5,0,61754,2,0,56,14235
708252018,3571692339,46218,63930,UDP,1521118750464323,54,4,5,0,27917,0,0,112,6634
3766937918,3334585693,443,49526,TCP,1521118750464323,1400,4,5,40,13124,2,0,61,46895
45100300,3455647813,443,52610,TCP,1521118750464325,40,4,5,0,12283,2,0,55,5595
3766937918,3334585693,443,49526,TCP,1521118750464326,1400,4,5,40,13125,2,0,61,46894
1898886974,3353372333,53368,36725,UDP,1521118750464327,48,4,5,0,2602,0,0,116,58776
2279000371,3390574635,443,45470,TCP,1521118750464333,1140,4,5,0,60639,2,0,59,9047
3306247024,3707045516,80,56739,TCP,1521118750464334,1480,4,5,0,44255,2,0,49,39757
2279000371,3390574635,443,45470,TCP,1521118750464337,1140,4,5,0,60640,2,0,59,9046
2279000371,3390574635,443,45470,TCP,1521118750464338,1140,4,5,0,60641,2,0,59,9045
2279000371,3390574635,443,45470,TCP,1521118750464339,1140,4,5,0,60642,2,0,59,9044
2214929376,283729038,28524,443,TCP,1521118750464346,40,4,5,0,913,2,0,119,60130
3978970903,3978971499,443,36512,TCP,1521118750464349,52,4,5,0,42978,2,0,60,11274
938035604,3978971640,2001,2001,UDP,1521118750464352,131,4,5,0,54368,2,0,59,45673
270428805,2345958242,59798,5432,TCP,1521118750464353,281,4,5,0,4508,2,0,54,45161
1404500794,1235573409,45761,445,TCP,1521118750464353,52,4,5,0,25306,2,0,113,46002
569714670,1962334044,443,35139,TCP,1521118750464357,1449,4,5,0,39860,2,0,57,2661
718026144,3474331842,6008,64644,UDP,1521118750464358,52,4,5,9,27137,2,0,54,37482
1235721153,4225200978,443,43521,TCP,1521118750464359,1500,4,5,0,34123,2,0,58,24894
1235721153,4225200978,443,43521,TCP,1521118750464361,1500,4,5,0,34124,2,0,58,24893
1235721153,4225200978,443,43521,TCP,1521118750464362,1500,4,5,0,34125,2,0,58,24892
3741785783,3453268893,443,60410,TCP,1521118750464363,52,4,5,0,64675,2,0,248,1775
1235721153,4225200978,443,43521,TCP,1521118750464364,1500,4,5,0,34126,2,0,58,24891
2279000371,3390574635,443,45470,TCP,1521118750464365,1140,4,5,0,60643,2,0,59,9043
1235721153,4225200978,443,43521,TCP,1521118750464366,1500,4,5,0,34127,2,0,58,24890
1235721153,4225200978,443,43521,TCP,1521118750464368,1500,4,5,0,34128,2,0,58,24889
3306247024,3707045516,80,56739,TCP,1521118750464369,1480,4,5,0,44256,2,0,49,39756
1235721153,4225200978,443,43521,TCP,1521118750464370,1500,4,5,0,34129,2,0,58,24888
2279000371,3390574635,443,45470,TCP,1521118750464372,1140,4,5,0,60644,2,0,59,9042
1272873842,1074109284,80,61693,TCP,1521118750464373,292,4,5,0,3552,2,0,58,34618
1235721153,4225200978,443,43521,TCP,1521118750464373,1500,4,5,0,34130,2,0,58,24887
1235721153,4225200978,443,43521,TCP,1521118750464374,1500,4,5,0,34131,2,0,58,24886
3584893390,3447677713,443,28491,TCP,1521118750464375,120,4,5,0,4052,2,0,54,3232
2279000371,3390574635,443,45470,TCP,1521118750464375,1140,4,5,0,60645,2,0,59,9041
1235721153,4225200978,443,43521,TCP,1521118750464376,1500,4,5,0,34132,2,0,58,24885
1235721153,4225200978,443,43521,TCP,1521118750464378,1500,4,5,0,34133,2,0,58,24884
1235721153,4225200978,443,43521,TCP,1521118750464380,1500,4,5,0,34134,2,0,58,24883
2279000371,3390574635,443,45470,TCP,1521118750464381,1140,4,5,0,60646,2,0,59,9040
790804511,3978971491,443,41408,TCP,1521118750464382,1500,4,5,0,58808,2,0,241,32915
790804511,3978971491,443,41408,TCP,1521118750464383,1500,4,5,0,58809,2,0,241,32914
3306247024,3707045516,80,56739,TCP,1521118750464384,1480,4,5,0,44257,2,0,49,39755
3488883712,855485143,19163,47010,UDP,1521118750464386,1032,4,5,0,18978,0,0,116,9978
3306247024,3707045516,80,56739,TCP,1521118750464386,1480,4,5,0,44258,2,0,49,39754
1235721153,4225200978,443,43521,TCP,1521118750464388,1500,4,5,0,34135,2,0,58,24882
1235721153,4225200978,443,43521,TCP,1521118750464389,1500,4,5,0,34136,2,0,58,24881
1235721153,4225200978,443,43521,TCP,1521118750464390,1500,4,5,0,34137,2,0,58,24880
1235721153,4225200978,443,43521,TCP,1521118750464392,1500,4,5,0,34138,2,0,58,24879
1235721153,4225200978,443,43521,TCP,1521118750464393,1500,4,5,0,34139,2,0,58,24878
1235721153,4225200978,443,43521,TCP,1521118750464395,1500,4,5,0,34140,2,0,58,24877
1235721153,4225200978,443,43521,TCP,1521118750464396,1500,4,5,0,34141,2,0,58,24876
1067585232,3443691430,443,47437,TCP,1521118750464397,52,4,5,0,39928,2,0,237,18032
3373511823,843170821,26923,445,TCP,1521118750464397,40,4,5,0,23455,2,0,113,14919
569714670,1962334044,443,35139,TCP,1521118750464397,1500,4,5,0,39861,2,0,57,2609
428089272,3335630298,51585,1024,UDP,1521118750464399,48,4,5,0,9545,0,0,110,31116
266795606,3449036198,41195,4120,TCP,1521118750464399,64,4,5,0,53956,2,0,48,33404
1258348224,3446799042,59136,17142,UDP,1521118750464399,60,4,5,24,65531,2,0,52,21672
3995724889,3443690118,443,34559,TCP,1521118750464399,136,4,5,0,65177,2,0,59,3722
569714670,1962334044,443,35139,TCP,1521118750464399,1500,4,5,0,39862,2,0,57,2608
1848632434,3445759478,35983,26736,UDP,1521118750464400,1453,4,5,0,24909,0,0,117,41208
569714670,1962334044,443,35139,TCP,1521118750464402,1500,4,5,0,39863,2,0,57,2607
569714670,1962334044,443,35139,TCP,1521118750464403,1500,4,5,0,39864,2,0,57,2606
209847208,3472952779,443,55416,UDP,1521118750464404,1497,4,5,0,64712,0,0,245,54868
3585067762,3617813330,5222,51782,TCP,1521118750464406,108,4,5,0,59897,2,0,54,28410
2279000361,3390969558,80,58764,TCP,1521118750464406,1500,4,5,0,27675,2,0,59,39948
4080404781,3890314058,53,9577,UDP,1521118750464407,102,4,5,0,34928,2,0,110,9351
569714670,1962334044,443,35139,TCP,1521118750464407,1500,4,5,0,39865,2,0,57,2605
569714670,1962334044,443,35139,TCP,1521118750464409,1500,4,5,0,39866,2,0,57,2604
569714670,1962334044,443,35139,TCP,1521118750464410,1500,4,5,0,39867,2,0,57,2603
569714670,1962334044,443,35139,TCP,1521118750464411,1500,4,5,0,39868,2,0,57,2602
569714670,1962334044,443,35139,TCP,1521118750464413,1500,4,5,0,39869,2,0,57,2601
1162783085,3454820208,37488,63874,UDP,1521118750464414,1466,4,5,0,11456,0,0,118,63066
3672220297,3347600706,443,51622,TCP,1521118750464415,1400,4,5,0,35953,2,0,60,4825
2279000361,3390969558,80,58764,TCP,1521118750464416,1500,4,5,0,27676,2,0,59,39947
2279000361,3390969558,80,58764,TCP,1521118750464418,1500,4,5,0,27677,2,0,59,39946
569714670,1962334044,443,35139,TCP,1521118750464419,1500,4,5,0,39870,2,0,57,2600
1848632434,3445759478,35983,26736,UDP,1521118750464421,1453,4,5,0,24910,0,0,117,41207
569714670,1962334044,443,35139,TCP,1521118750464422,1500,4,5,0,39871,2,0,57,2599
2279000361,3390969558,80,58764,TCP,1521118750464423,1500,4,5,0,27678,2,0,59,39945
2279000371,3390574635,443,45470,TCP,1521118750464424,1140,4,5,0,60647,2,0,59,9039
2279000371,3390574635,443,45470,TCP,1521118750464425,1140,4,5,0,60648,2,0,59,9038
2279000371,3390574635,443,45470,TCP,1521118750464426,1140,4,5,0,60649,2,0,59,9037
569714670,1962334044,443,35139,TCP,1521118750464427,1500,4,5,0,39872,2,0,57,2598
569714670,1962334044,443,35139,TCP,1521118750464429,1500,4,5,0,39873,2,0,57,2597
3672220297,3347600706,443,51622,TCP,1521118750464430,1400,4,5,0,35954,2,0,60,4824
569714670,1962334044,443,35139,TCP,1521118750464431,1500,4,5,0,39874,2,0,57,2596
569714670,1962334044,443,35139,TCP,1521118750464432,1500,4,5,0,39875,2,0,57,2595
2279000361,3390969558,80,58764,TCP,1521118750464434,1500,4,5,0,27679,2,0,59,39944
2279000371,3390574635,443,45470,TCP,1521118750464435,1140,4,5,0,60650,2,0,59,9036
942637450,1074109367,443,45442,TCP,1521118750464436,1500,4,5,8,35380,2,0,246,24425
942637450,1074109367,443,45442,TCP,1521118750464438,97,4,5,8,35381,2,0,246,25827
1848632434,3445759478,35983,26736,UDP,1521118750464438,1453,4,5,0,24911,0,0,117,41206
1355414065,3391028792,27465,59173,UDP,1521118750464439,48,4,5,0,3468,0,0,117,9439
3306247024,3707045516,80,56739,TCP,1521118750464439,1480,4,5,0,44259,2,0,49,39753
2279000361,3390969558,80,58764,TCP,1521118750464440,1500,4,5,0,27680,2,0,59,39943
1088695673,3259948227,51118,80,TCP,1521118750464442,40,4,5,0,28635,2,0,120,34181
2116530499,3890314025,51118,80,TCP,1521118750464442,120,4,5,8,34376,0,0,55,27278
1053932505,1074109418,443,33074,TCP,1521118750464442,52,4,5,0,46843,2,0,238,65325
2277879271,3390990589,993,63259,TCP,1521118750464444,1500,4,5,0,59732,2,0,56,60158
569714670,1962334044,443,35139,TCP,1521118750464450,1500,4,5,0,39876,2,0,57,2594
569714670,1962334044,443,35139,TCP,1521118750464451,198,4,5,0,39877,2,0,57,3895
